Ensembl.Gene.ID	Chimpanzee.Ensembl.Gene.ID	Gibbon.Ensembl.Gene.ID	Gorilla.Ensembl.Gene.ID	Marmoset.Ensembl.Gene.ID	Olive.baboon.Ensembl.Gene.ID	Orangutan.Ensembl.Gene.ID	Vervet.AGM.Ensembl.Gene.ID	Macaque.Ensembl.Gene.ID
ENSG00000007341	ENSPTRG00000001109	ENSNLEG00000004126	ENSGGOG00000034881	ENSCJAG00000013490	ENSPANG00000005529	ENSPPYG00000001022	ENSCSAG00000001589	ENSMMUG00000007766
ENSG00000007350	ENSPTRG00000022429	ENSNLEG00000013813	ENSGGOG00000004191	ENSCJAG00000014368	ENSPANG00000011938	ENSPPYG00000020870	ENSCSAG00000006779	ENSMMUG00000013667
ENSG00000007372	ENSPTRG00000003474	ENSNLEG00000017888	ENSGGOG00000010246	ENSCJAG00000005942	ENSPANG00000005448	ENSPPYG00000003386	ENSCSAG00000005253	ENSMMUG00000016810
ENSG00000007376	ENSPTRG00000007565	ENSNLEG00000008424	ENSGGOG00000013997	ENSCJAG00000012253	ENSPANG00000024401	ENSPPYG00000006933	ENSCSAG00000012121	ENSMMUG00000000842
ENSG00000007392	ENSPTRG00000007533	ENSNLEG00000008002	ENSGGOG00000016488	ENSCJAG00000011674	ENSPANG00000020037	ENSPPYG00000006901	ENSCSAG00000013092	ENSMMUG00000000596
ENSG00000007402	ENSPTRG00000014964	ENSNLEG00000007008	ENSGGOG00000007132	ENSCJAG00000005215	ENSPANG00000007578	ENSPPYG00000013839	ENSCSAG00000014177	ENSMMUG00000007022
ENSG00000007516	ENSPTRG00000007588	ENSNLEG00000008558	ENSGGOG00000011646	ENSCJAG00000013194	ENSPANG00000024731	ENSPPYG00000006947	ENSCSAG00000011761	ENSMMUG00000021415
ENSG00000007541	ENSPTRG00000007545	ENSNLEG00000008098	ENSGGOG00000007879	ENSCJAG00000011948	ENSPANG00000009993	ENSPPYG00000006913	ENSCSAG00000012741	ENSMMUG00000029296
ENSG00000007545	ENSPTRG00000007602	ENSNLEG00000008491	ENSGGOG00000006181	ENSCJAG00000014596	ENSPANG00000017496	ENSPPYG00000006958	ENSCSAG00000011519	ENSMMUG00000000978
ENSG00000007866	ENSPTRG00000018086	ENSNLEG00000008666	ENSGGOG00000001847	ENSCJAG00000015661	ENSPANG00000018522	ENSPPYG00000016530	ENSCSAG00000009977	ENSMMUG00000015909
ENSG00000007908	ENSPTRG00000001662	ENSNLEG00000015020	ENSGGOG00000005841	ENSCJAG00000010133	ENSPANG00000007869	ENSPPYG00000000528	ENSCSAG00000011294	ENSMMUG00000016580
ENSG00000007923	ENSPTRG00000000094	ENSNLEG00000008630	ENSGGOG00000006848	ENSCJAG00000000242	ENSPANG00000006141	ENSPPYG00000001934	ENSCSAG00000000750	ENSMMUG00000004686
ENSG00000007968	ENSPTRG00000000330	ENSNLEG00000008555	ENSGGOG00000003033	ENSCJAG00000020962	ENSPANG00000015167	ENSPPYG00000001739	ENSCSAG00000000926	ENSMMUG00000011832
ENSG00000008083	ENSPTRG00000017743	ENSNLEG00000000943	ENSGGOG00000005536	ENSCJAG00000005717	ENSPANG00000022702	ENSPPYG00000016250	ENSCSAG00000007566	ENSMMUG00000015362
ENSG00000008086	ENSPTRG00000021711	ENSNLEG00000009674	ENSGGOG00000010796	ENSCJAG00000005834	ENSPANG00000004460	ENSPPYG00000020166	ENSCSAG00000014729	ENSMMUG00000005063
ENSG00000008118	ENSPTRG00000001935	ENSNLEG00000001632	ENSGGOG00000001221	ENSCJAG00000014868	ENSPANG00000016717	ENSPPYG00000000259	ENSCSAG00000015230	ENSMMUG00000003369
ENSG00000008130	ENSPTRG00000000038	ENSNLEG00000000139	ENSGGOG00000000307	ENSCJAG00000010843	ENSPANG00000005057	ENSPPYG00000001994	ENSCSAG00000000700	ENSMMUG00000010879
ENSG00000008196	ENSPTRG00000018269	ENSNLEG00000003972	ENSGGOG00000014613	ENSCJAG00000011561	ENSPANG00000026000	ENSPPYG00000016700	ENSCSAG00000012975	ENSMMUG00000002869
ENSG00000008197	ENSPTRG00000018268	ENSNLEG00000003990	ENSGGOG00000003510	ENSCJAG00000011580	ENSPANG00000017493	ENSPPYG00000016699	ENSCSAG00000012915	ENSMMUG00000002867
ENSG00000008226	ENSPTRG00000014752	ENSNLEG00000005235	ENSGGOG00000003808	ENSCJAG00000010226	ENSPANG00000026026	ENSPPYG00000014013	ENSCSAG00000014334	ENSMMUG00000000987
ENSG00000008256	ENSPTRG00000018907	ENSNLEG00000001145	ENSGGOG00000015376	ENSCJAG00000015425	ENSPANG00000015584	ENSPPYG00000017346	ENSCSAG00000017714	ENSMMUG00000003167
ENSG00000008277	ENSPTRG00000019374	ENSNLEG00000015048	ENSGGOG00000002042	ENSCJAG00000014311	ENSPANG00000011718	ENSPPYG00000017839	ENSCSAG00000012435	ENSMMUG00000022695
ENSG00000008283	ENSPTRG00000009512	ENSNLEG00000004548	ENSGGOG00000000738	ENSCJAG00000019777	ENSPANG00000021047	ENSPPYG00000008522	ENSCSAG00000003859	ENSMMUG00000013412
ENSG00000008294	ENSPTRG00000009414	ENSNLEG00000007894	ENSGGOG00000015297	ENSCJAG00000018448	ENSPANG00000022449	ENSPPYG00000008269	ENSCSAG00000005508	ENSMMUG00000022528
ENSG00000008323	ENSPTRG00000004569	ENSNLEG00000003548	ENSGGOG00000011884	ENSCJAG00000000666	ENSPANG00000010167	ENSPPYG00000004182	ENSCSAG00000010727	ENSMMUG00000000375
ENSG00000008394	ENSPTRG00000004737	ENSNLEG00000004275	ENSGGOG00000006707	ENSCJAG00000021590	ENSPANG00000005821	ENSPPYG00000004337	ENSCSAG00000008292	ENSMMUG00000002359
ENSG00000008405	ENSPTRG00000005396	ENSNLEG00000006721	ENSGGOG00000027205	ENSCJAG00000015099	ENSPANG00000026255	ENSPPYG00000004911	ENSCSAG00000002927	ENSMMUG00000021808
ENSG00000008438	ENSPTRG00000011175	ENSNLEG00000002422	ENSGGOG00000011126	ENSCJAG00000012095	ENSPANG00000007858	ENSPPYG00000010141	ENSCSAG00000003083	ENSMMUG00000008742
ENSG00000008441	ENSPTRG00000010555	ENSNLEG00000012980	ENSGGOG00000001831	ENSCJAG00000004603	ENSPANG00000018992	ENSPPYG00000009620	ENSCSAG00000006510	ENSMMUG00000019292
ENSG00000008516	ENSPTRG00000007682	ENSNLEG00000009586	ENSGGOG00000016325	ENSCJAG00000015476	ENSPANG00000007363	ENSPPYG00000007030	ENSCSAG00000010218	ENSMMUG00000009483
ENSG00000008735	ENSPTRG00000014549	ENSNLEG00000001089	ENSGGOG00000007277	ENSCJAG00000018368	ENSPANG00000007364	ENSPPYG00000011996	ENSCSAG00000004785	ENSMMUG00000011181
ENSG00000008869	ENSPTRG00000011831	ENSNLEG00000016154	ENSGGOG00000005010	ENSCJAG00000003707	ENSPANG00000019359	ENSPPYG00000012495	ENSCSAG00000012013	ENSMMUG00000014939
ENSG00000008952	ENSPTRG00000015611	ENSNLEG00000005155	ENSGGOG00000013658	ENSCJAG00000002576	ENSPANG00000003126	ENSPPYG00000014285	ENSCSAG00000012673	ENSMMUG00000021899
ENSG00000008988	ENSPTRG00000020264	ENSNLEG00000019086	ENSGGOG00000001837	ENSCJAG00000016631	ENSPANG00000018451	ENSPPYG00000018600	ENSCSAG00000014597	ENSMMUG00000030251
ENSG00000009307	ENSPTRG00000033721	ENSNLEG00000004842	ENSGGOG00000002164	ENSCJAG00000012565	ENSPANG00000018873	ENSPPYG00000000996	ENSCSAG00000001658	ENSMMUG00000001974
ENSG00000009335	ENSPTRG00000019919	ENSNLEG00000000246	ENSGGOG00000005173	ENSCJAG00000004298	ENSPANG00000008928	ENSPPYG00000018227	ENSCSAG00000006430	ENSMMUG00000008733
ENSG00000009413	ENSPTRG00000018508	ENSNLEG00000012880	ENSGGOG00000008128	ENSCJAG00000005032	ENSPANG00000020083	ENSPPYG00000016927	ENSCSAG00000015573	ENSMMUG00000021533
ENSG00000009694	ENSPTRG00000022250	ENSNLEG00000015132	ENSGGOG00000003488	ENSCJAG00000020589	ENSPANG00000002300	ENSPPYG00000020699	ENSCSAG00000018328	ENSMMUG00000007587
ENSG00000009709	ENSPTRG00000000253	ENSNLEG00000007812	ENSGGOG00000004213	ENSCJAG00000007521	ENSPANG00000015169	ENSPPYG00000001801	ENSCSAG00000000870	ENSMMUG00000017444
ENSG00000009724	ENSPTRG00000000137	ENSNLEG00000009518	ENSGGOG00000015360	ENSCJAG00000002366	ENSPANG00000007060	ENSPPYG00000001893	ENSCSAG00000000786	ENSMMUG00000007459
ENSG00000009765	ENSPTRG00000018708	ENSNLEG00000015363	ENSGGOG00000000608	ENSCJAG00000013438	ENSPANG00000026300	ENSPPYG00000017103	ENSCSAG00000014444	ENSMMUG00000010802
ENSG00000009780	ENSPTRG00000000414	ENSNLEG00000009641	ENSGGOG00000006690	ENSCJAG00000009327	ENSPANG00000000247	ENSPPYG00000001656	ENSCSAG00000000999	ENSMMUG00000012243
ENSG00000009790	ENSPTRG00000001939	ENSNLEG00000001747	ENSGGOG00000006197	ENSCJAG00000014957	ENSPANG00000001376	ENSPPYG00000000255	ENSCSAG00000015258	ENSMMUG00000022062
ENSG00000009830	ENSPTRG00000006576	ENSNLEG00000016688	ENSGGOG00000006199	ENSCJAG00000016739	ENSPANG00000022436	ENSPPYG00000006020	ENSCSAG00000011826	ENSMMUG00000001095
ENSG00000009844	ENSPTRG00000018662	ENSNLEG00000015053	ENSGGOG00000015524	ENSCJAG00000019131	ENSPANG00000004286	ENSPPYG00000017055	ENSCSAG00000017053	ENSMMUG00000023012
ENSG00000009954	ENSPTRG00000019271	ENSNLEG00000008936	ENSGGOG00000016557	ENSCJAG00000016867	ENSPANG00000021193	ENSPPYG00000017503	ENSCSAG00000018168	ENSMMUG00000014270
ENSG00000010017	ENSPTRG00000017739	ENSNLEG00000000899	ENSGGOG00000023138	ENSCJAG00000019797	ENSPANG00000018772	ENSPPYG00000016245	ENSCSAG00000007548	ENSMMUG00000020122
ENSG00000010030	ENSPTRG00000018102	ENSNLEG00000010639	ENSGGOG00000002074	ENSCJAG00000016011	ENSPANG00000016839	ENSPPYG00000016544	ENSCSAG00000010241	ENSMMUG00000000687
ENSG00000010072	ENSPTRG00000002109	ENSNLEG00000002094	ENSGGOG00000003142	ENSCJAG00000018340	ENSPANG00000017798	ENSPPYG00000010629	ENSCSAG00000010313	ENSMMUG00000005244
ENSG00000010219	ENSPTRG00000004555	ENSNLEG00000003196	ENSGGOG00000011062	ENSCJAG00000007790	ENSPANG00000019887	ENSPPYG00000004169	ENSCSAG00000011051	ENSMMUG00000020811
ENSG00000010244	ENSPTRG00000008989	ENSNLEG00000005954	ENSGGOG00000024003	ENSCJAG00000014376	ENSPANG00000023027	ENSPPYG00000008161	ENSCSAG00000006379	ENSMMUG00000016875
ENSG00000010256	ENSPTRG00000014892	ENSNLEG00000006581	ENSGGOG00000007193	ENSCJAG00000003132	ENSPANG00000015008	ENSPPYG00000013898	ENSCSAG00000015535	ENSMMUG00000014705
ENSG00000010278	ENSPTRG00000004567	ENSNLEG00000003491	ENSGGOG00000008208	ENSCJAG00000000659	ENSPANG00000019524	ENSPPYG00000004181	ENSCSAG00000010749	ENSMMUG00000004470
ENSG00000010282	ENSPTRG00000014800	ENSNLEG00000005862	ENSGGOG00000007038	ENSCJAG00000018116	ENSPANG00000016563	ENSPPYG00000013976	ENSCSAG00000016753	ENSMMUG00000021245
ENSG00000010292	ENSPTRG00000004576	ENSNLEG00000003743	ENSGGOG00000009536	ENSCJAG00000007561	ENSPANG00000017213	ENSPPYG00000004188	ENSCSAG00000010550	ENSMMUG00000018677
ENSG00000010295	ENSPTRG00000004578	ENSNLEG00000004195	ENSGGOG00000009558	ENSCJAG00000037676	ENSPANG00000006041	ENSPPYG00000004190	ENSCSAG00000010518	ENSMMUG00000018681
ENSG00000010318	ENSPTRG00000014998	ENSNLEG00000007134	ENSGGOG00000015905	ENSCJAG00000006361	ENSPANG00000013327	ENSPPYG00000013808	ENSCSAG00000013464	ENSMMUG00000016984
ENSG00000010319	ENSPTRG00000014999	ENSNLEG00000007140	ENSGGOG00000015913	ENSCJAG00000006415	ENSPANG00000006629	ENSPPYG00000013807	ENSCSAG00000013447	ENSMMUG00000018872
ENSG00000010322	ENSPTRG00000015001	ENSNLEG00000007149	ENSGGOG00000015932	ENSCJAG00000006457	ENSPANG00000026093	ENSPPYG00000013805	ENSCSAG00000013414	ENSMMUG00000005619
ENSG00000010327	ENSPTRG00000015002	ENSNLEG00000007151	ENSGGOG00000015946	ENSCJAG00000006484	ENSPANG00000017243	ENSPPYG00000013804	ENSCSAG00000013391	ENSMMUG00000017351
ENSG00000010361	ENSPTRG00000011318	ENSNLEG00000005341	ENSGGOG00000010155	ENSCJAG00000003892	ENSPANG00000012029	ENSPPYG00000010263	ENSCSAG00000002433	ENSMMUG00000011614
ENSG00000010539	ENSPTRG00000007689	ENSNLEG00000009616	ENSGGOG00000025449	ENSCJAG00000015577	ENSPANG00000009198	ENSPPYG00000007036	ENSCSAG00000010096	ENSMMUG00000017972
ENSG00000010610	ENSPTRG00000004590	ENSNLEG00000004671	ENSGGOG00000003230	ENSCJAG00000007635	ENSPANG00000020297	ENSPPYG00000004202	ENSCSAG00000010263	ENSMMUG00000013202
ENSG00000010626	ENSPTRG00000004597	ENSNLEG00000004880	ENSGGOG00000002523	ENSCJAG00000007339	ENSPANG00000017212	ENSPPYG00000004209	ENSCSAG00000010193	ENSMMUG00000001781
ENSG00000010671	ENSPTRG00000022104	ENSNLEG00000007535	ENSGGOG00000022176	ENSCJAG00000004727	ENSPANG00000002013	ENSPPYG00000020552	ENSCSAG00000009872	ENSMMUG00000019573
ENSG00000010704	ENSPTRG00000017805	ENSNLEG00000003050	ENSGGOG00000006373	ENSCJAG00000010993	ENSPANG00000021735	ENSPPYG00000016305	ENSCSAG00000007897	ENSMMUG00000023733
ENSG00000010803	ENSPTRG00000000601	ENSNLEG00000012259	ENSGGOG00000017190	ENSCJAG00000003039	ENSPANG00000025516	ENSPPYG00000001478	ENSCSAG00000001156	ENSMMUG00000017104
ENSG00000010810	ENSPTRG00000018511	ENSNLEG00000012937	ENSGGOG00000008065	ENSCJAG00000004878	ENSPANG00000003402	ENSPPYG00000016930	ENSCSAG00000015591	ENSMMUG00000017017
ENSG00000010818	ENSPTRG00000018665	ENSNLEG00000015066	ENSGGOG00000016466	ENSCJAG00000019190	ENSPANG00000026003	ENSPPYG00000017057	ENSCSAG00000017065	ENSMMUG00000007998
ENSG00000011007	ENSPTRG00000000335	ENSNLEG00000008606	ENSGGOG00000015012	ENSCJAG00000020934	ENSPANG00000020341	ENSPPYG00000001735	ENSCSAG00000000930	ENSMMUG00000003173
ENSG00000011021	ENSPTRG00000000154	ENSNLEG00000009669	ENSGGOG00000012934	ENSCJAG00000013347	ENSPANG00000000674	ENSPPYG00000001879	ENSCSAG00000000801	ENSMMUG00000007829
ENSG00000011028	ENSPTRG00000009508	ENSNLEG00000004611	ENSGGOG00000001818	ENSCJAG00000019796	ENSPANG00000021066	ENSPPYG00000008519	ENSCSAG00000003849	ENSMMUG00000002167
ENSG00000011083	ENSPTRG00000017413	ENSNLEG00000010260	ENSGGOG00000000107	ENSCJAG00000021053	ENSPANG00000006208	ENSPPYG00000015945	ENSCSAG00000011636	ENSMMUG00000011559
ENSG00000011105	ENSPTRG00000004540	ENSNLEG00000002942	ENSGGOG00000010996	ENSCJAG00000018882	ENSPANG00000020211	ENSPPYG00000004157	ENSCSAG00000011231	ENSMMUG00000009252
ENSG00000011132	ENSPTRG00000010275	ENSNLEG00000002776	ENSGGOG00000004637	ENSCJAG00000014981	ENSPANG00000003568	ENSPPYG00000009385	ENSCSAG00000010973	ENSMMUG00000009672
ENSG00000011143	ENSPTRG00000009447	ENSNLEG00000008099	ENSGGOG00000003139	ENSCJAG00000017254	ENSPANG00000022273	ENSPPYG00000008864	ENSCSAG00000005647	ENSMMUG00000011971
ENSG00000011198	ENSPTRG00000014812	ENSNLEG00000005918	ENSGGOG00000004874	ENSCJAG00000001747	ENSPANG00000000986	ENSPPYG00000013964	ENSCSAG00000016699	ENSMMUG00000001031
ENSG00000011201	ENSPTRG00000021645	ENSNLEG00000008627	ENSGGOG00000001551	ENSCJAG00000000873	ENSPANG00000020427	ENSPPYG00000020111	ENSCSAG00000015400	ENSMMUG00000018191
ENSG00000011258	ENSPTRG00000009417	ENSNLEG00000007934	ENSGGOG00000003708	ENSCJAG00000018369	ENSPANG00000022443	ENSPPYG00000008267	ENSCSAG00000005517	ENSMMUG00000001942
ENSG00000011295	ENSPTRG00000008807	ENSNLEG00000014808	ENSGGOG00000001647	ENSCJAG00000012193	ENSPANG00000023712	ENSPPYG00000008012	ENSCSAG00000008576	ENSMMUG00000008949
ENSG00000011304	ENSPTRG00000010165	ENSNLEG00000000864	ENSGGOG00000005090	ENSCJAG00000020162	ENSPANG00000007281	ENSPPYG00000009289	ENSCSAG00000012749	ENSMMUG00000016450
ENSG00000011332	ENSPTRG00000023510	ENSNLEG00000016939	ENSGGOG00000005852	ENSCJAG00000013515	ENSPANG00000014112	ENSPPYG00000009924	ENSCSAG00000004132	ENSMMUG00000003493
ENSG00000011347	ENSPTRG00000003745	ENSNLEG00000002675	ENSGGOG00000016983	ENSCJAG00000019261	ENSPANG00000022956	ENSPPYG00000003184	ENSCSAG00000006435	ENSMMUG00000005122
ENSG00000011376	ENSPTRG00000014833	ENSNLEG00000006048	ENSGGOG00000015767	ENSCJAG00000001949	ENSPANG00000015569	ENSPPYG00000013946	ENSCSAG00000016339	ENSMMUG00000018020
ENSG00000011405	ENSPTRG00000003399	ENSNLEG00000017723	ENSGGOG00000011040	ENSCJAG00000009472	ENSPANG00000015538	ENSPPYG00000003455	ENSCSAG00000004784	ENSMMUG00000022548
ENSG00000011422	ENSPTRG00000011091	ENSNLEG00000001674	ENSGGOG00000009182	ENSCJAG00000013472	ENSPANG00000014600	ENSPPYG00000010072	ENSCSAG00000003374	ENSMMUG00000004616
ENSG00000011426	ENSPTRG00000019084	ENSNLEG00000001988	ENSGGOG00000001712	ENSCJAG00000012416	ENSPANG00000006301	ENSPPYG00000017635	ENSCSAG00000015026	ENSMMUG00000021186
ENSG00000011451	ENSPTRG00000010622	ENSNLEG00000005312	ENSGGOG00000013470	ENSCJAG00000002265	ENSPANG00000014329	ENSPPYG00000009672	ENSCSAG00000006081	ENSMMUG00000028863
ENSG00000011454	ENSPTRG00000021342	ENSNLEG00000017216	ENSGGOG00000003890	ENSCJAG00000020027	ENSPANG00000025838	ENSPPYG00000019586	ENSCSAG00000013436	ENSMMUG00000000670
ENSG00000011465	ENSPTRG00000005290	ENSNLEG00000005597	ENSGGOG00000003795	ENSCJAG00000019513	ENSPANG00000011237	ENSPPYG00000004826	ENSCSAG00000003736	ENSMMUG00000016997
ENSG00000011478	ENSPTRG00000011163	ENSNLEG00000002287	ENSGGOG00000002353	ENSCJAG00000012382	ENSPANG00000016116	ENSPPYG00000010130	ENSCSAG00000003156	ENSMMUG00000006940
ENSG00000011485	ENSPTRG00000011181	ENSNLEG00000002629	ENSGGOG00000007562	ENSCJAG00000011891	ENSPANG00000002966	ENSPPYG00000010148	ENSCSAG00000003061	ENSMMUG00000000217
ENSG00000011523	ENSPTRG00000011988	ENSNLEG00000009939	ENSGGOG00000005826	ENSCJAG00000006788	ENSPANG00000009710	ENSPPYG00000012361	ENSCSAG00000014763	ENSMMUG00000017019
ENSG00000011566	ENSPTRG00000011858	ENSNLEG00000016481	ENSGGOG00000027425	ENSCJAG00000014920	ENSPANG00000019357	ENSPPYG00000012472	ENSCSAG00000012416	ENSMMUG00000013901
ENSG00000011600	ENSPTRG00000010876	ENSNLEG00000011600	ENSGGOG00000015332	ENSCJAG00000009777	ENSPANG00000020941	ENSPPYG00000009889	ENSCSAG00000004287	ENSMMUG00000008004
ENSG00000011638	ENSPTRG00000007855	ENSNLEG00000012267	ENSGGOG00000008931	ENSCJAG00000009272	ENSPANG00000025503	ENSPPYG00000007167	ENSCSAG00000007445	ENSMMUG00000016758
ENSG00000011677	ENSPTRG00000022383	ENSNLEG00000013803	ENSGGOG00000034961	ENSCJAG00000003815	ENSPANG00000023463	ENSPPYG00000020828	ENSCSAG00000007008	ENSMMUG00000001540
ENSG00000012048	ENSPTRG00000009236	ENSNLEG00000011944	ENSGGOG00000009827	ENSCJAG00000012938	ENSPANG00000021372	ENSPPYG00000008363	ENSCSAG00000003399	ENSMMUG00000001329
ENSG00000012061	ENSPTRG00000011152	ENSNLEG00000002069	ENSGGOG00000014332	ENSCJAG00000012670	ENSPANG00000014628	ENSPPYG00000010120	ENSCSAG00000003179	ENSMMUG00000000718
ENSG00000012124	ENSPTRG00000010840	ENSNLEG00000011143	ENSGGOG00000009101	ENSCJAG00000010380	ENSPANG00000013639	ENSPPYG00000009858	ENSCSAG00000004508	ENSMMUG00000017621
ENSG00000012223	ENSPTRG00000014850	ENSNLEG00000006121	ENSGGOG00000008073	ENSCJAG00000002108	ENSPANG00000007056	ENSPPYG00000013935	ENSCSAG00000016238	ENSMMUG00000014261
ENSG00000012232	ENSPTRG00000020124	ENSNLEG00000016652	ENSGGOG00000008655	ENSCJAG00000015598	ENSPANG00000016340	ENSPPYG00000018478	ENSCSAG00000015903	ENSMMUG00000017700
ENSG00000012504	ENSPTRG00000005345	ENSNLEG00000006093	ENSGGOG00000008137	ENSCJAG00000002087	ENSPANG00000023009	ENSPPYG00000004867	ENSCSAG00000003451	ENSMMUG00000003571
ENSG00000012660	ENSPTRG00000018289	ENSNLEG00000003499	ENSGGOG00000011386	ENSCJAG00000011119	ENSPANG00000013429	ENSPPYG00000016720	ENSCSAG00000013156	ENSMMUG00000006422
ENSG00000012779	ENSPTRG00000002458	ENSNLEG00000015960	ENSGGOG00000012775	ENSCJAG00000013406	ENSPANG00000022667	ENSPPYG00000002228	ENSCSAG00000010822	ENSMMUG00000013434
ENSG00000012822	ENSPTRG00000005024	ENSNLEG00000017685	ENSGGOG00000011541	ENSCJAG00000018726	ENSPANG00000011373	ENSPPYG00000004587	ENSCSAG00000005466	ENSMMUG00000009457
ENSG00000012963	ENSPTRG00000006662	ENSNLEG00000017199	ENSGGOG00000027838	ENSCJAG00000018283	ENSPANG00000020773	ENSPPYG00000006086	ENSCSAG00000011203	ENSMMUG00000004025
ENSG00000012983	ENSPTRG00000006332	ENSNLEG00000012174	ENSGGOG00000027409	ENSCJAG00000006357	ENSPANG00000009733	ENSPPYG00000005803	ENSCSAG00000015154	ENSMMUG00000020550
ENSG00000013016	ENSPTRG00000011805	ENSNLEG00000015546	ENSGGOG00000003031	ENSCJAG00000003137	ENSPANG00000023120	ENSPPYG00000012514	ENSCSAG00000011254	ENSMMUG00000003476
ENSG00000013275	ENSPTRG00000010986	ENSNLEG00000014152	ENSGGOG00000000920	ENSCJAG00000014417	ENSPANG00000017750	ENSPPYG00000009982	ENSCSAG00000003774	ENSMMUG00000017188
ENSG00000013293	ENSPTRG00000015619	ENSNLEG00000005278	ENSGGOG00000001456	ENSCJAG00000002451	ENSPANG00000008188	ENSPPYG00000014293	ENSCSAG00000012706	ENSMMUG00000013987
ENSG00000013297	ENSPTRG00000015617	ENSNLEG00000005269	ENSGGOG00000023158	ENSCJAG00000002437	ENSPANG00000012984	ENSPPYG00000014291	ENSCSAG00000012698	ENSMMUG00000009274
ENSG00000013306	ENSPTRG00000009272	ENSNLEG00000005340	ENSGGOG00000005843	ENSCJAG00000009963	ENSPANG00000021329	ENSPPYG00000008333	ENSCSAG00000003554	ENSMMUG00000017944
ENSG00000013374	ENSPTRG00000019883	ENSNLEG00000004440	ENSGGOG00000014540	ENSCJAG00000020400	ENSPANG00000015941	ENSPPYG00000018192	ENSCSAG00000006623	ENSMMUG00000006244
ENSG00000013441	ENSPTRG00000012792	ENSNLEG00000006933	ENSGGOG00000016192	ENSCJAG00000004319	ENSPANG00000015580	ENSPPYG00000013061	ENSCSAG00000010924	ENSMMUG00000006640
ENSG00000013503	ENSPTRG00000005390	ENSNLEG00000006659	ENSGGOG00000016608	ENSCJAG00000014985	ENSPANG00000012252	ENSPPYG00000004905	ENSCSAG00000002957	ENSMMUG00000005208
ENSG00000013523	ENSPTRG00000006569	ENSNLEG00000016631	ENSGGOG00000017040	ENSCJAG00000020726	ENSPANG00000023844	ENSPPYG00000006014	ENSCSAG00000011939	ENSMMUG00000018551
ENSG00000013561	ENSPTRG00000017356	ENSNLEG00000009711	ENSGGOG00000008542	ENSCJAG00000018220	ENSPANG00000012016	ENSPPYG00000015894	ENSCSAG00000012400	ENSMMUG00000009768
ENSG00000013583	ENSPTRG00000004712	ENSNLEG00000003717	ENSGGOG00000000902	ENSCJAG00000021628	ENSPANG00000018872	ENSPPYG00000004312	ENSCSAG00000008550	ENSMMUG00000017633
ENSG00000013619	ENSPTRG00000022365	ENSNLEG00000013570	ENSGGOG00000016675	ENSCJAG00000004077	ENSPANG00000008461	ENSPPYG00000020814	ENSCSAG00000007173	ENSMMUG00000022263
ENSG00000014123	ENSPTRG00000018432	ENSNLEG00000013481	ENSGGOG00000013798	ENSCJAG00000001179	ENSPANG00000024032	ENSPPYG00000016854	ENSCSAG00000014473	ENSMMUG00000012616
ENSG00000014138	ENSPTRG00000003870	ENSNLEG00000005558	ENSGGOG00000003056	ENSCJAG00000002330	ENSPANG00000023360	ENSPPYG00000003071	ENSCSAG00000007755	ENSMMUG00000022031
ENSG00000014164	ENSPTRG00000020655	ENSNLEG00000001681	ENSGGOG00000002833	ENSCJAG00000021439	ENSPANG00000016578	ENSPPYG00000018935	ENSCSAG00000009074	ENSMMUG00000019255
ENSG00000014216	ENSPTRG00000003869	ENSNLEG00000005535	ENSGGOG00000007754	ENSCJAG00000002371	ENSPANG00000019841	ENSPPYG00000003073	ENSCSAG00000007723	ENSMMUG00000013475
ENSG00000014257	ENSPTRG00000015399	ENSNLEG00000002953	ENSGGOG00000012905	ENSCJAG00000003103	ENSPANG00000008322	ENSPPYG00000014104	ENSCSAG00000010534	ENSMMUG00000016004
ENSG00000014824	ENSPTRG00000016014	ENSNLEG00000017245	ENSGGOG00000001861	ENSCJAG00000019226	ENSPANG00000024558	ENSPPYG00000014696	ENSCSAG00000017099	ENSMMUG00000022782
ENSG00000014914	ENSPTRG00000001244	ENSNLEG00000009701	ENSGGOG00000004764	ENSCJAG00000000802	ENSPANG00000020583	ENSPPYG00000000911	ENSCSAG00000018123	ENSMMUG00000007246
ENSG00000014919	ENSPTRG00000002835	ENSNLEG00000014622	ENSGGOG00000010577	ENSCJAG00000017107	ENSPANG00000021260	ENSPPYG00000002556	ENSCSAG00000005712	ENSMMUG00000023762
ENSG00000015153	ENSPTRG00000004837	ENSNLEG00000017946	ENSGGOG00000007230	ENSCJAG00000017762	ENSPANG00000012257	ENSPPYG00000004421	ENSCSAG00000007094	ENSMMUG00000010868
ENSG00000015171	ENSPTRG00000002229	ENSNLEG00000013233	ENSGGOG00000016536	ENSCJAG00000018489	ENSPANG00000023622	ENSPPYG00000002032	ENSCSAG00000014129	ENSMMUG00000021279
ENSG00000015413	ENSPTRG00000008482	ENSNLEG00000015822	ENSGGOG00000006148	ENSCJAG00000010841	ENSPANG00000008151	ENSPPYG00000007666	ENSCSAG00000002805	ENSMMUG00000014910
ENSG00000015520	ENSPTRG00000019146	ENSNLEG00000003753	ENSGGOG00000027580	ENSCJAG00000012318	ENSPANG00000014131	ENSPPYG00000017592	ENSCSAG00000015627	ENSMMUG00000000782
